mode,severity,accuracy_mean,accuracy_ci_low,accuracy_ci_high,macro_f1_mean,macro_f1_ci_low,macro_f1_ci_high,temporal_stability_mean,temporal_stability_ci_low,temporal_stability_ci_high
dataset_only,low,75.46296296296296,75.46296296296296,75.46296296296296,33.17941891994172,33.17941891994172,33.17941891994172,36.904761904761905,36.904761904761905,36.904761904761905
dataset_only,high,75.46296296296296,75.46296296296296,75.46296296296296,33.17941891994172,33.17941891994172,33.17941891994172,36.904761904761905,36.904761904761905,36.904761904761905
synthetic_only,low,79.19205596930715,79.14691943127961,79.21462423832092,10.14944691343207,9.817754262198704,10.315293239048753,0.21645021645021645,0.0,0.3246753246753247
synthetic_only,high,80.88467614533965,80.83953960731212,80.97494922139472,19.29541843210538,19.13856677558299,19.60912174515015,8.333333333333334,8.116883116883116,8.766233766233766
hybrid,low,78.3481753099354,78.3132530120482,78.365636458879,23.154767940763957,23.049931247014587,23.20718628763864,13.165266106442578,13.025210084033615,13.23529411764706
hybrid,high,79.65776148070542,79.62283918281823,79.72760607647983,26.670926539603613,26.59491009418257,26.822959430445703,18.41736694677871,18.277310924369747,18.69747899159664
